,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,game_id
1984,Buiamba G.,PET,4,3,1,10:42,0,4,0,1,0,3,4,4,11,1,2,0,0,0,1,0,0,tCPIFQc5
1985,Barnaba N.,CIT,3,1,0,12:09,1,1,0,0,1,1,0,0,-2,0,1,5,0,1,0,0,0,tCPIFQc5
1986,Enabu J.,CIT,3,2,1,12:23,1,3,0,0,1,3,0,0,3,0,2,0,0,1,0,0,0,tCPIFQc5
1987,Obe S.,CIT,3,1,0,10:33,0,1,0,1,0,0,3,4,2,1,0,1,0,0,0,1,0,tCPIFQc5
1988,Baale F.,CIT,2,2,0,11:31,1,3,1,2,0,1,0,0,-9,1,1,0,1,0,0,0,0,tCPIFQc5
1989,Domingos G.,PET,2,0,0,6:25,1,3,1,2,0,1,0,0,6,0,0,2,0,0,0,0,0,tCPIFQc5
1990,Ghedi A.,CIT,1,2,0,11:45,0,5,0,4,0,1,1,2,-2,1,1,4,0,0,2,0,0,tCPIFQc5
1991,Okello J.,CIT,1,0,1,19:30,0,3,0,3,0,0,1,2,-9,0,0,2,1,1,0,0,0,tCPIFQc5
1992,Bastos P.,PET,0,3,0,8:26,0,2,0,1,0,1,0,0,-5,0,3,1,1,1,0,0,0,tCPIFQc5
1993,Drileba T.,CIT,0,0,0,4:04,0,1,0,0,0,1,0,0,-5,0,0,1,1,0,0,0,0,tCPIFQc5
1994,Hendawy S.,PET,0,0,0,1:52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tCPIFQc5
1995,Crawford C.,DOU,15,6,4,31:07,6,18,5,11,1,7,2,2,-10,1,5,2,1,3,0,1,0,thcX3Tbg
1996,Boissy J.,DOU,14,7,0,21:23,3,12,1,5,2,7,6,6,0,2,5,4,2,2,0,1,0,thcX3Tbg
1997,Nshobozwabyosenumukiza J.,REG,14,9,3,23:46,5,13,1,2,4,11,0,0,3,4,5,1,1,1,0,0,0,thcX3Tbg
1998,Ndayisaba D.,REG,13,3,1,20:55,5,8,2,3,3,5,0,0,13,0,3,1,0,2,0,0,0,thcX3Tbg
1999,Thomas C.,REG,12,5,7,33:00,4,10,2,5,2,5,2,2,17,0,5,2,1,0,0,1,0,thcX3Tbg
2000,Kamka-Chomke U.,REG,9,6,2,24:25,3,7,2,2,1,5,2,3,3,1,5,2,2,4,1,0,0,thcX3Tbg
2001,Graham D.,REG,7,5,0,23:38,3,8,3,7,0,1,1,2,22,1,4,3,0,2,1,0,0,thcX3Tbg
2002,Ochereobia M.,DOU,7,6,0,17:10,2,3,2,3,0,0,3,4,-5,4,2,0,1,0,1,0,0,thcX3Tbg
2003,Fall S. D.,DOU,6,2,0,16:15,3,9,3,8,0,1,0,3,-2,1,1,1,0,2,0,0,0,thcX3Tbg
2004,Kambuy P.,REG,6,6,0,15:35,3,8,3,7,0,1,0,0,11,1,5,0,1,1,2,0,0,thcX3Tbg
2005,Filer A.,REG,5,3,3,26:58,2,6,2,5,0,1,1,2,19,0,3,1,2,1,0,0,0,thcX3Tbg
2006,Maluach K.,DOU,5,7,1,19:15,2,10,1,8,1,2,0,0,-8,6,1,1,1,0,0,0,0,thcX3Tbg
2007,Ndiaye B.,DOU,4,2,1,17:29,1,5,1,2,0,3,2,2,-2,1,1,0,1,1,0,1,0,thcX3Tbg
2008,Hagumintwari S.,REG,3,1,3,12:51,1,2,0,0,1,2,0,0,7,0,1,1,0,0,0,0,0,thcX3Tbg
2009,Diagne M.,DOU,2,8,0,11:04,1,2,1,2,0,0,0,0,-3,1,7,2,0,1,1,0,0,thcX3Tbg
2010,Diop M.,DOU,2,3,0,8:18,1,3,1,3,0,0,0,0,1,2,1,1,0,0,0,0,0,thcX3Tbg
2011,Dienf M.,DOU,0,1,0,5:01,0,5,0,1,0,4,0,0,-5,0,1,0,0,0,0,0,0,thcX3Tbg
2012,Habimana N.,REG,0,2,0,4:44,0,0,0,0,0,0,0,0,-8,0,2,1,0,1,0,0,0,thcX3Tbg
2013,Kamara A. C.,DOU,0,0,0,5:26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,thcX3Tbg
2014,Ndour A.,DOU,0,3,3,18:19,0,3,0,2,0,1,0,0,-14,1,2,1,1,1,0,0,0,thcX3Tbg
2015,Niyonkuru P.,REG,0,1,0,2:50,0,1,0,0,0,1,0,0,-7,1,0,0,0,2,0,0,0,thcX3Tbg
2016,Osei B.,DOU,0,2,1,6:38,0,2,0,2,0,0,0,0,-6,1,1,1,0,2,0,1,0,thcX3Tbg
2017,Prince M.,REG,0,0,0,2:03,0,1,0,1,0,0,0,0,-7,0,0,0,0,0,0,1,0,thcX3Tbg
2018,Shyaka O.,REG,0,1,1,9:15,0,2,0,1,0,1,0,0,-3,0,1,3,0,0,0,0,0,thcX3Tbg
2019,Stoglin T.,DOU,0,3,5,22:35,0,7,0,4,0,3,0,2,-16,2,1,0,0,2,0,0,0,thcX3Tbg
2020,Omot N.,ALA,22,3,2,34:12,5,14,3,7,2,7,10,11,20,2,1,2,1,4,2,0,0,tOmyXVQi
2021,Boissy J.,DOU,20,3,3,32:04,5,19,5,11,0,8,10,15,-10,2,1,2,4,3,0,0,0,tOmyXVQi
2022,Diakhite A.,DOU,14,4,0,18:17,4,5,4,5,0,0,6,8,-5,1,3,3,1,0,0,0,0,tOmyXVQi
2023,Webster C.,ALA,13,4,2,18:55,5,8,2,2,3,6,0,0,9,1,3,2,0,2,0,0,0,tOmyXVQi
2024,Thompson M.,ALA,10,1,3,24:06,3,7,1,2,2,5,2,3,8,0,1,3,0,0,0,0,0,tOmyXVQi
2025,Crawford C.,DOU,9,3,0,24:26,4,15,3,8,1,7,0,0,-12,0,3,5,1,2,0,0,0,tOmyXVQi
2026,Saleh E. A.,ALA,9,8,3,28:01,3,11,2,6,1,5,2,4,23,0,8,4,2,3,0,0,0,tOmyXVQi
2027,Fakuade M.,ALA,7,11,3,26:23,3,8,3,5,0,3,1,2,8,3,8,1,0,3,1,0,0,tOmyXVQi
2028,Fall S. D.,DOU,6,4,0,22:57,3,12,3,8,0,4,0,0,-4,2,2,4,3,0,0,0,0,tOmyXVQi
2029,Zahran A.,ALA,6,3,0,14:10,2,6,1,3,1,3,1,2,2,2,1,2,1,1,0,0,0,tOmyXVQi
2030,Oraby O.,ALA,5,7,0,13:15,2,3,2,3,0,0,1,2,-1,3,4,3,0,2,1,0,0,tOmyXVQi
2031,Ismail A.,ALA,4,5,1,14:11,2,2,2,2,0,0,0,0,1,2,3,2,1,1,0,0,0,tOmyXVQi
2032,Maguet Diop P.,DOU,4,2,0,8:20,1,1,1,1,0,0,2,4,2,2,0,2,1,0,0,0,0,tOmyXVQi
2033,Ochereobia M.,DOU,4,9,0,17:37,1,3,1,3,0,0,2,2,-15,5,4,2,0,0,0,0,0,tOmyXVQi
2034,Diagne M.,DOU,3,4,0,7:30,1,2,1,2,0,0,1,2,4,3,1,0,0,0,0,0,0,tOmyXVQi
2035,Dienf M.,DOU,3,1,0,6:55,1,5,0,0,1,5,0,0,-3,1,0,0,0,0,0,0,0,tOmyXVQi
2036,El Gendy A.,ALA,2,1,0,4:17,0,2,0,1,0,1,2,2,0,0,1,1,0,1,0,0,0,tOmyXVQi
2037,Maluach K.,DOU,2,4,0,12:14,1,5,1,3,0,2,0,0,-6,0,4,4,0,2,1,0,0,tOmyXVQi
2038,Said S.,ALA,2,5,4,12:34,1,2,1,2,0,0,0,0,16,3,2,4,0,2,0,0,0,tOmyXVQi
2039,Azab O.,ALA,0,0,0,3:53,0,0,0,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,tOmyXVQi
2040,Bryan-Amaning M.,DOU,0,3,3,14:36,0,4,0,3,0,1,0,2,-11,1,2,2,3,3,0,0,0,tOmyXVQi
2041,Camara D.,ALA,0,1,0,1:36,0,2,0,0,0,2,0,0,-5,0,1,1,0,1,0,0,0,tOmyXVQi
2042,Diop M.,DOU,0,2,0,7:03,0,2,0,1,0,1,0,0,-13,1,1,0,0,0,0,0,0,tOmyXVQi
2043,Ndiaye B.,DOU,0,1,1,5:00,0,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,tOmyXVQi
2044,Ndour A.,DOU,0,3,5,23:00,0,2,0,0,0,2,0,0,-7,0,3,0,0,2,0,0,0,tOmyXVQi
2045,Miller D.,SLA,24,5,6,37:39,10,20,10,16,0,4,4,7,-14,0,5,3,4,3,1,3,0,tSDtV5ch
2046,Nwabuzor M.,SLA,23,3,2,38:14,6,9,3,6,3,3,8,9,-21,0,3,4,0,2,0,1,0,tSDtV5ch
2047,Majok A.,PET,15,7,2,25:36,6,10,6,10,0,0,3,4,12,3,4,4,1,3,2,1,0,tSDtV5ch
2048,Conde I.,SLA,14,10,2,38:48,7,9,7,9,0,0,0,0,-15,2,8,4,3,3,1,0,0,tSDtV5ch
2049,Morais C.,PET,14,3,4,20:44,4,8,0,0,4,8,2,2,23,0,3,3,0,2,0,0,0,tSDtV5ch
2050,Dundao C.,PET,12,3,2,18:05,5,9,3,6,2,3,0,0,7,0,3,1,0,1,0,0,0,tSDtV5ch
2051,Pedro J.,PET,12,7,0,14:24,5,6,5,6,0,0,2,2,5,3,4,0,0,0,1,0,0,tSDtV5ch
2052,Hollis D.,PET,11,10,1,24:36,4,10,2,8,2,2,1,1,11,4,6,4,1,4,0,1,0,tSDtV5ch
2053,Iroegbu U.,SLA,11,4,7,34:52,5,19,5,13,0,6,1,2,-19,2,2,2,3,5,0,0,0,tSDtV5ch
2054,Goncalves L.,PET,8,1,4,22:55,3,6,3,5,0,1,2,4,6,1,0,1,0,2,0,0,0,tSDtV5ch
2055,Diabate M.,PET,7,2,7,19:19,2,3,1,2,1,1,2,2,13,0,2,1,2,1,0,0,0,tSDtV5ch
2056,Gakou A.,PET,5,1,1,15:24,1,3,1,2,0,1,3,4,6,1,0,5,1,3,1,0,0,tSDtV5ch
2057,Buiamba G.,PET,4,2,0,16:59,2,6,2,4,0,2,0,0,14,1,1,0,2,1,0,0,0,tSDtV5ch
2058,Fofana I.,SLA,4,3,3,27:46,2,7,2,5,0,2,0,0,-17,1,2,2,1,1,0,0,0,tSDtV5ch
2059,Bastos P.,PET,3,1,1,7:50,1,3,0,0,1,3,0,0,-5,0,1,0,0,0,0,0,0,tSDtV5ch
2060,Domingos G.,PET,3,2,0,12:50,1,3,0,0,1,3,0,1,-4,0,2,0,0,1,0,0,0,tSDtV5ch
2061,Doumbouya I.,SLA,2,0,0,3:33,1,1,1,1,0,0,0,0,-5,0,0,1,0,0,0,0,0,tSDtV5ch
2062,Hendawy S.,PET,1,1,0,1:18,0,1,0,1,0,0,1,2,-3,1,0,0,0,0,0,0,0,tSDtV5ch
2063,Mara M.,SLA,0,4,0,19:08,0,1,0,0,0,1,0,0,6,1,3,4,3,0,0,0,0,tSDtV5ch
2064,Diakhite A.,DUC,30,11,0,33:35,11,16,11,15,0,1,8,12,3,3,8,5,2,3,2,0,0,veN1Bijk
2065,Filer A.,REG,23,4,5,36:07,7,15,7,12,0,3,9,11,-7,0,4,2,2,3,0,2,0,veN1Bijk
2066,Ali H.,DUC,17,4,8,33:12,6,15,3,6,3,9,2,3,14,0,4,2,2,5,0,0,0,veN1Bijk
2067,Thomas C.,REG,16,5,2,33:10,6,14,5,8,1,6,3,3,-5,1,4,2,0,4,0,1,0,veN1Bijk
2068,Diallo C.,DUC,12,7,4,37:56,4,11,2,2,2,9,2,3,9,1,6,0,2,1,0,0,0,veN1Bijk
2069,Diop A.,DUC,11,10,1,21:12,4,8,4,6,0,2,3,6,0,5,5,3,0,0,1,0,0,veN1Bijk
2070,Nshobozwabyosenumukiza J.,REG,11,4,4,22:52,4,11,2,4,2,7,1,2,-1,1,3,4,0,2,0,0,0,veN1Bijk
2071,Walker A.,REG,8,6,1,28:35,2,3,2,3,0,0,4,7,-1,1,5,5,0,2,1,0,0,veN1Bijk
2072,Faye C.,DUC,7,2,5,30:30,2,8,2,6,0,2,3,4,16,1,1,2,1,3,0,0,0,veN1Bijk
2073,Gomis S.,DUC,7,5,0,12:50,2,3,2,3,0,0,3,3,9,3,2,5,1,1,0,0,0,veN1Bijk
2074,Shyaka O.,REG,6,3,1,16:18,2,6,0,2,2,4,0,0,2,0,3,5,0,0,0,0,0,veN1Bijk
2075,Mpoyo A.,REG,5,0,1,11:21,2,3,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,veN1Bijk
2076,Kambuy P.,REG,3,7,0,18:05,1,2,1,1,0,1,1,5,-5,2,5,4,0,1,0,0,0,veN1Bijk
2077,Niang T.,DUC,3,1,2,6:48,1,1,1,1,0,0,1,1,-8,0,1,0,1,0,0,0,0,veN1Bijk
2078,Sane B.,DUC,3,1,0,4:46,1,1,0,0,1,1,0,0,-2,0,1,2,0,1,0,0,0,veN1Bijk
2079,Ba B.,DUC,1,0,1,6:48,0,1,0,0,0,1,1,2,-11,0,0,1,0,1,0,0,0,veN1Bijk
2080,Badji M.,DUC,1,2,0,3:34,0,1,0,1,0,0,1,2,4,1,1,2,0,0,0,0,0,veN1Bijk
2081,Aboudou J.,DUC,0,1,0,5:58,0,3,0,2,0,1,0,0,-3,0,1,3,0,1,0,1,0,veN1Bijk
2082,Habimana N.,REG,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,veN1Bijk
2083,Ighodovja J.,REG,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,veN1Bijk
2084,Kabange K.,REG,0,0,1,1:11,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,veN1Bijk
2085,Kaje E.,REG,0,2,0,5:55,0,1,0,0,0,1,0,0,-7,0,2,1,0,0,0,0,0,veN1Bijk
2086,Lufile C.,DUC,0,1,0,2:51,0,1,0,1,0,0,0,0,-1,0,1,2,0,0,0,0,0,veN1Bijk
2087,Sie L.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,veN1Bijk
2088,Vandriessche P.,REG,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,veN1Bijk
2089,Ganapamo E.,CAP,21,4,2,34:15,7,12,6,8,1,4,6,6,7,0,4,0,2,2,0,0,0,vLYeLSJD
2090,Artis J.,CAP,17,2,3,34:22,6,9,4,5,2,4,3,4,-3,2,0,4,2,3,0,0,0,vLYeLSJD
2091,Tsangue C.,FAP,16,2,2,31:24,4,11,3,8,1,3,7,8,8,1,1,3,3,4,0,0,0,vLYeLSJD
2092,Eyaga B.,FAP,10,7,2,28:42,4,10,4,8,0,2,2,4,-7,1,6,3,2,4,0,0,0,vLYeLSJD
2093,Tametong E.,FAP,10,1,1,17:51,3,10,1,3,2,7,2,3,6,1,0,2,1,1,0,0,0,vLYeLSJD
2094,Wangmene A.,FAP,10,7,2,23:23,4,9,4,9,0,0,2,4,-11,5,2,2,2,3,0,0,0,vLYeLSJD
2095,Almeida J.,FAP,9,7,1,21:24,3,10,2,7,1,3,2,2,-7,2,5,2,0,5,0,0,0,vLYeLSJD
2096,Kabongo M.,CAP,9,6,12,33:13,3,9,3,6,0,3,3,4,-3,0,6,5,2,4,0,0,0,vLYeLSJD
2097,Myburgh B.,CAP,9,1,0,13:05,3,4,0,0,3,4,0,0,-10,0,1,2,0,1,0,0,0,vLYeLSJD
2098,Preston B.,CAP,7,5,0,18:50,1,6,1,4,0,2,5,6,7,0,5,5,1,4,0,0,0,vLYeLSJD
2099,Byers T.,FAP,6,6,0,23:48,3,5,3,5,0,0,0,0,13,4,2,1,1,0,2,0,0,vLYeLSJD
2100,Morman D.,FAP,4,2,0,15:44,1,4,1,3,0,1,2,2,-5,1,1,4,1,1,0,0,0,vLYeLSJD
2101,Liale C.,FAP,3,0,0,8:11,1,2,0,0,1,2,0,0,4,0,0,2,1,1,0,0,0,vLYeLSJD
2102,Akumenzoh E.,FAP,2,5,1,17:24,1,3,1,3,0,0,0,2,-13,1,4,1,0,1,0,0,0,vLYeLSJD
2103,Mofokeng L.,CAP,2,0,1,4:41,1,2,1,2,0,0,0,0,3,0,0,1,0,0,0,0,0,vLYeLSJD
2104,Prinsloo P.,CAP,2,2,2,31:04,1,9,1,4,0,5,0,2,3,0,2,3,3,2,4,0,0,vLYeLSJD
2105,Selepe L.,CAP,2,0,0,2:03,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,vLYeLSJD
2106,Sibanyoni N.,CAP,1,7,1,22:48,0,2,0,2,0,0,1,2,-3,1,6,3,2,1,1,0,0,vLYeLSJD
2107,Essome P.,FAP,0,0,3,5:52,0,2,0,1,0,1,0,0,7,0,0,0,1,1,0,0,0,vLYeLSJD
2108,Kamka-Chomke U.,FAP,0,0,0,5:12,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,vLYeLSJD
2109,Reid L.,CAP,0,0,0,4:34,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,vLYeLSJD
2110,Majok A.,USM,19,12,1,27:49,8,9,8,9,0,0,3,4,14,3,9,3,0,2,4,0,0,vXvFKeT2
2111,Kennedy J.,FER,17,3,4,32:10,7,10,4,5,3,5,0,0,-14,1,2,4,1,1,0,0,0,vXvFKeT2
2112,Perry W.,FER,17,5,3,31:38,5,10,1,3,4,7,3,3,-7,0,5,2,0,4,1,1,0,vXvFKeT2
2113,Lahyani F.,USM,15,7,1,27:35,4,6,4,6,0,0,7,10,9,3,4,3,0,1,1,1,0,vXvFKeT2
2114,Dixon M.,USM,14,4,3,33:19,6,14,5,10,1,4,1,2,21,0,4,3,0,2,0,0,0,vXvFKeT2
2115,Nurmamade I.,FER,11,1,1,22:04,5,9,4,7,1,2,0,0,-5,0,1,0,1,2,0,0,0,vXvFKeT2
2116,Onwuasor R.,FER,9,5,2,26:28,4,15,3,12,1,3,0,0,-1,0,5,2,0,1,0,3,0,vXvFKeT2
2117,Slimane R.,USM,9,3,5,31:31,3,13,3,6,0,7,3,3,10,1,2,1,1,1,1,0,0,vXvFKeT2
2118,Ubisse H.,FER,7,3,0,22:53,1,7,1,6,0,1,5,6,-3,1,2,2,0,0,1,1,0,vXvFKeT2
2119,Diabate M.,USM,6,2,3,31:45,3,12,3,10,0,2,0,0,-1,0,2,2,2,3,0,1,0,vXvFKeT2
2120,Orizu P.,FER,6,7,0,16:07,3,4,3,4,0,0,0,0,-1,1,6,0,0,0,0,0,0,vXvFKeT2
2121,Ghyaza M.,USM,4,4,0,19:18,2,2,2,2,0,0,0,0,-10,1,3,1,0,2,0,0,0,vXvFKeT2
2122,Jaziri N.,USM,3,1,0,4:02,1,3,0,0,1,3,0,0,-11,0,1,0,0,0,0,0,0,vXvFKeT2
2123,Marnaoui O.,USM,3,1,1,11:04,1,3,0,0,1,3,0,0,-7,0,1,0,0,2,0,0,0,vXvFKeT2
2124,Abbassi M.,USM,2,0,0,4:26,1,1,1,1,0,0,0,0,-3,0,0,0,0,1,0,0,0,vXvFKeT2
2125,Houana E.,FER,2,1,3,18:38,1,3,1,2,0,1,0,0,-5,1,0,4,1,0,0,1,0,vXvFKeT2
2126,Mahemli H.,USM,2,1,0,8:25,1,1,1,1,0,0,0,0,6,1,0,1,0,0,0,0,0,vXvFKeT2
2127,Munguambe A.,FER,2,1,0,19:41,1,3,1,2,0,1,0,0,-2,1,0,1,2,1,0,0,0,vXvFKeT2
2128,Baptista A.,FER,0,2,2,8:22,0,2,0,1,0,1,0,0,10,1,1,2,0,1,0,0,0,vXvFKeT2
2129,Chinyelu R.,FER,0,1,0,1:59,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,vXvFKeT2
2130,Malale H.,FER,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vXvFKeT2
2131,Methnani W.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vXvFKeT2
2132,Novela E.,FER,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vXvFKeT2
2133,Novela O.,FER,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vXvFKeT2
2134,Onana C.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vXvFKeT2
2135,Rassil M.,USM,0,0,1,0:47,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,vXvFKeT2
2136,Abada O.,ABI,21,2,8,33:10,7,13,7,11,0,2,7,8,-7,0,2,3,2,1,0,0,0,vya5uDN9
2137,Morais C.,PET,18,2,3,35:10,6,12,2,7,4,5,2,2,10,0,2,4,0,2,0,0,0,vya5uDN9
2138,Dundao C.,PET,15,5,3,33:35,5,11,2,5,3,6,2,6,12,1,4,2,3,3,0,0,0,vya5uDN9
2139,Hollis D.,PET,14,9,1,24:56,6,10,5,7,1,3,1,2,-2,4,5,2,0,2,0,0,0,vya5uDN9
2140,Diabate M.,PET,13,5,5,25:38,4,9,3,4,1,5,4,4,-1,1,4,2,1,2,0,0,0,vya5uDN9
2141,Konate S.,ABI,13,4,1,25:03,3,7,1,2,2,5,5,7,-1,1,3,1,0,2,0,0,0,vya5uDN9
2142,Pedro J.,PET,12,8,1,18:26,4,6,4,6,0,0,4,4,13,1,7,1,0,0,0,0,0,vya5uDN9
2143,Harouna A.,ABI,10,7,3,35:03,2,14,0,4,2,10,4,6,-10,2,5,3,3,4,0,0,0,vya5uDN9
2144,Fofana M.,ABI,9,1,1,24:52,4,8,3,6,1,2,0,0,-2,1,0,2,0,0,0,0,0,vya5uDN9
2145,Ongwae T.,ABI,7,5,4,31:47,3,10,2,4,1,6,0,0,-7,4,1,3,1,1,0,0,0,vya5uDN9
2146,Goncalves L.,PET,6,2,3,14:28,3,6,3,5,0,1,0,0,6,0,2,3,0,2,0,0,0,vya5uDN9
2147,Kone M.,ABI,6,7,0,13:08,3,6,3,6,0,0,0,2,0,4,3,3,0,0,1,0,0,vya5uDN9
2148,Majok A.,PET,6,5,2,21:34,3,7,3,7,0,0,0,0,-9,4,1,2,0,2,5,0,0,vya5uDN9
2149,Buiamba G.,PET,2,1,0,4:44,1,2,1,1,0,1,0,0,-7,1,0,0,0,0,0,0,0,vya5uDN9
2150,Gakou A.,PET,2,2,0,15:04,1,3,1,1,0,2,0,0,6,1,1,2,0,2,1,0,0,vya5uDN9
2151,Kone F.,ABI,2,0,1,6:50,1,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,vya5uDN9
2152,Kra U.,ABI,2,0,0,3:15,1,1,1,1,0,0,0,0,8,0,0,1,0,0,0,0,0,vya5uDN9
2153,Domingos G.,PET,0,2,2,6:25,0,2,0,1,0,1,0,0,-8,1,1,2,0,0,0,0,0,vya5uDN9
2154,Perry W.,FER,41,4,8,40:00,11,18,2,4,9,14,10,10,12,1,3,4,3,2,0,0,0,W0IVCOsO
2155,Miller D.,SLA,30,8,4,40:00,10,15,9,12,1,3,9,10,-12,4,4,3,3,2,4,0,0,W0IVCOsO
2156,Iroegbu U.,SLA,29,7,5,39:00,11,22,6,10,5,12,2,3,-15,0,7,4,0,3,0,2,0,W0IVCOsO
2157,Young N.,FER,26,5,3,33:54,11,13,11,13,0,0,4,9,18,1,4,4,3,1,0,1,0,W0IVCOsO
2158,Gueye M.,FER,15,8,1,24:56,5,11,4,10,1,1,4,4,13,3,5,5,0,2,0,1,0,W0IVCOsO
2159,Nwabuzor M.,SLA,14,0,3,29:13,5,10,3,5,2,5,2,2,-24,0,0,4,0,3,0,0,0,W0IVCOsO
2160,Fofana I.,SLA,10,5,0,28:29,5,9,5,7,0,2,0,0,6,4,1,3,3,3,0,0,0,W0IVCOsO
2161,Nurmamade I.,FER,9,4,4,26:46,3,11,3,7,0,4,3,4,18,2,2,1,0,2,0,0,0,W0IVCOsO
2162,Munguambe A.,FER,8,3,1,23:54,2,5,1,4,1,1,3,4,-2,1,2,3,1,1,0,2,0,W0IVCOsO
2163,Conde I.,SLA,7,5,1,29:07,1,6,1,6,0,0,5,6,6,3,2,4,1,2,2,1,0,W0IVCOsO
2164,Mara M.,SLA,7,2,0,20:37,3,11,2,5,1,6,0,0,-10,1,1,4,0,0,0,0,0,W0IVCOsO
2165,Chirombe C.,FER,4,3,1,20:38,2,3,2,3,0,0,0,0,7,1,2,0,0,1,0,1,0,W0IVCOsO
2166,Sidibe B.,FER,4,6,1,21:18,2,6,2,6,0,0,0,2,7,3,3,5,1,3,2,1,0,W0IVCOsO
2167,Mbiya P.,FER,2,1,0,4:09,1,3,1,3,0,0,0,0,-9,0,1,1,0,1,1,0,0,W0IVCOsO
2168,Bah A.,SLA,0,2,1,4:40,0,0,0,0,0,0,0,0,-5,0,2,1,0,0,0,0,0,W0IVCOsO
2169,Doumbouya I.,SLA,0,1,0,6:05,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,W0IVCOsO
2170,Houana E.,FER,0,0,1,4:25,0,0,0,0,0,0,0,0,-4,0,0,0,0,1,0,0,0,W0IVCOsO
2171,Mabil M.,SLA,0,0,0,2:49,0,1,0,0,0,1,0,0,-5,0,0,1,0,1,0,0,0,W0IVCOsO
2172,Seddik M.,PET,20,7,0,23:48,8,13,7,12,1,1,3,5,-13,3,4,3,1,4,0,0,0,WKQJFadL
2173,Elmekawi M.,ZAM,19,11,2,27:59,7,12,7,9,0,3,5,8,34,5,6,3,1,4,1,1,0,WKQJFadL
2174,Mahmoud A.,ZAM,13,8,7,26:16,6,7,5,6,1,1,0,2,40,1,7,2,4,0,3,0,0,WKQJFadL
2175,Hodge W.,ZAM,12,7,4,24:27,5,13,4,10,1,3,1,1,20,3,4,2,1,4,0,1,0,WKQJFadL
2176,Bourkaib M.,PET,11,5,7,23:51,1,3,1,3,0,0,9,11,-4,1,4,5,3,4,0,0,0,WKQJFadL
2177,Hatem A.,ZAM,11,1,3,17:08,3,5,0,0,3,5,2,2,11,0,1,2,0,2,0,0,0,WKQJFadL
2178,Benayad-Cherif H.,PET,10,0,0,28:24,4,12,3,7,1,5,1,2,-17,0,0,2,0,3,0,1,0,WKQJFadL
2179,Fakuade M.,ZAM,9,2,1,16:31,3,8,3,6,0,2,3,5,4,1,1,4,0,1,0,0,0,WKQJFadL
2180,Ghezzoul T.,PET,8,6,0,16:12,3,8,3,8,0,0,2,3,-20,2,4,1,0,2,0,1,0,WKQJFadL
2181,Hesham O.,ZAM,8,2,1,14:58,3,5,2,2,1,3,1,2,2,0,2,2,0,1,0,0,0,WKQJFadL
2182,Salem I.,ZAM,8,0,1,20:56,3,8,3,6,0,2,2,3,23,0,0,3,2,2,0,1,0,WKQJFadL
2183,Elonu C.,ZAM,7,5,1,12:20,2,4,2,4,0,0,3,4,-8,2,3,5,0,3,0,1,0,WKQJFadL
2184,Abdalatif M.,ZAM,6,3,3,20:01,3,4,3,3,0,1,0,0,30,2,1,2,3,0,0,0,0,WKQJFadL
2185,Aggoun O.,PET,5,6,0,24:23,2,4,1,3,1,1,0,0,-25,2,4,5,2,3,2,1,0,WKQJFadL
2186,Boutiba A.,PET,4,2,1,23:45,2,4,2,4,0,0,0,0,-29,1,1,3,0,1,1,0,0,WKQJFadL
2187,Adrar M.,PET,3,1,2,19:04,1,7,0,2,1,5,0,0,-16,0,1,4,0,3,0,0,0,WKQJFadL
2188,Dekkiche A.,PET,3,3,4,22:04,1,5,1,5,0,0,1,4,-4,0,3,2,1,1,1,1,0,WKQJFadL
2189,Meshal M.,ZAM,2,1,0,6:46,1,2,1,1,0,1,0,1,1,1,0,0,2,1,0,0,0,WKQJFadL
